,Airplane,Automobile,Bird,Cat,Deer,Dog,Frog,Horse,Ship,Truck
1.272585153579712,0,0,0,0,0,0,0,0,0,0
1.1959761381149292,0,0,0,0,0,0,0,0,0,0
1.1514265537261963,84,116,256,257,322,287,362,170,114,126
1.0974783897399902,120,47,94,55,89,43,41,68,105,39
1.0692912340164185,505,460,519,486,519,488,519,486,520,498
1.0002844333648682,7,12,48,55,144,47,56,17,30,7
0.9615496397018433,505,460,519,486,519,488,519,486,520,498
0.9021249413490295,505,460,519,486,519,488,519,486,520,498
0.8749305605888367,505,460,519,486,519,488,519,486,520,498
0.870756208896637,319,172,135,119,75,99,50,223,260,236
0.85005122423172,0,0,0,0,0,0,0,0,0,0
0.8350775837898254,2,1,1,1,1,0,1,0,0,0
0.7955947518348694,440,414,445,419,468,446,493,421,344,367
0.7735978960990906,264,102,116,77,71,75,76,106,166,206
0.7686406970024109,261,122,238,174,62,167,72,135,235,154
0.7445729970932007,0,0,0,0,0,0,0,0,0,0
0.7339869141578674,466,458,496,477,517,481,515,480,514,495
0.7236073017120361,0,0,0,0,0,0,0,0,0,0
0.7081327438354492,0,0,0,0,0,0,0,0,0,0
0.6728007197380066,505,460,519,486,519,488,519,486,520,498
0.6643121242523193,505,460,518,485,519,488,519,486,520,498
0.6429541707038879,505,460,516,484,519,487,519,486,520,498
0.6205514073371887,0,0,0,0,0,0,0,0,0,0
0.6150339841842651,0,0,0,0,0,0,0,0,1,0
0.6019065380096436,0,0,0,1,0,0,0,0,0,0
0.5929033160209656,0,0,0,0,0,0,0,0,0,0
0.584110677242279,0,0,0,0,0,0,0,0,0,0
0.5687301754951477,0,0,0,0,0,0,0,0,0,0
0.5590171217918396,501,460,516,486,519,488,518,486,520,498
0.5397071242332458,0,0,0,0,0,0,0,0,0,0
0.5328090786933899,0,0,0,0,0,0,0,0,0,0
0.516633152961731,498,459,519,485,519,488,519,486,517,498
0.5088226199150085,505,460,519,486,519,488,519,486,520,498
0.48642757534980774,22,1,11,4,1,3,3,4,7,0
0.48363813757896423,325,232,193,127,98,103,72,166,332,323
0.4685807228088379,1,0,4,0,0,0,0,0,1,0
0.4567142426967621,0,0,0,0,0,0,0,0,0,0
0.45349812507629395,0,0,0,0,0,0,0,0,0,0
0.4453278183937073,0,0,0,0,0,0,0,0,0,0
0.4381522238254547,0,0,0,0,0,0,0,0,0,0
0.4352101683616638,0,0,0,0,0,0,0,0,0,0
0.422217458486557,505,460,519,486,519,488,519,486,520,498
0.4161396920681,0,0,0,0,0,0,0,0,0,0
0.4095015525817871,0,0,0,0,0,0,0,0,0,0
0.40090832114219666,0,0,0,0,0,0,0,0,0,0
0.3923177123069763,0,0,0,0,0,0,0,0,0,0
0.3855583667755127,0,0,0,0,0,0,0,0,0,0
0.3822612166404724,0,0,0,0,0,0,0,0,0,0
0.3768007159233093,505,460,519,486,519,488,519,486,520,498
0.3743944466114044,505,460,519,486,519,488,519,486,520,498
0.361602246761322,0,0,0,0,0,0,0,0,0,0
0.36008983850479126,0,0,0,0,0,0,0,0,0,0
0.3557300567626953,80,212,195,273,290,248,379,214,168,235
0.35243546962738037,0,0,0,0,0,0,0,0,0,0
0.3479956090450287,0,0,0,0,0,0,0,0,0,0
0.3429490327835083,0,0,0,0,0,0,0,0,0,0
0.33844006061553955,0,0,0,0,0,0,0,0,0,0
0.32983025908470154,188,316,333,368,447,363,467,361,289,324
0.3265402317047119,0,0,0,0,0,0,0,0,0,0
0.31908348202705383,0,0,0,0,0,0,0,0,0,0
0.3111799657344818,0,0,0,0,0,0,0,0,0,0
0.3063718378543854,0,0,0,0,0,0,0,0,0,0
0.3007107377052307,0,0,0,0,0,0,0,0,0,0
0.29879382252693176,0,0,0,0,0,0,0,0,0,0
0.2928730845451355,0,0,0,0,0,0,0,0,0,0
0.2872929275035858,505,460,519,486,519,488,519,486,520,498
0.2857096195220947,0,0,0,0,0,0,0,0,0,0
0.2757963538169861,0,0,0,0,0,0,0,0,0,0
0.2743794620037079,329,403,354,354,339,355,358,385,388,405
0.27280354499816895,0,0,0,0,0,0,0,0,0,0
0.2709619104862213,2,1,0,0,0,0,2,1,0,0
0.26880916953086853,0,0,0,0,0,0,0,0,0,0
0.26458990573883057,0,0,0,0,0,0,0,0,0,0
0.26158997416496277,482,460,514,485,519,488,519,486,516,498
