,Airplane,Automobile,Bird,Cat,Deer,Dog,Frog,Horse,Ship,Truck
0.575702965259552,505,460,519,486,519,488,519,486,520,498
0.5392732620239258,478,458,515,449,503,384,508,486,514,492
0.5305374264717102,370,342,460,386,504,485,470,481,369,370
0.52325439453125,505,460,519,486,519,488,519,486,520,498
0.4997927248477936,505,460,518,486,519,488,519,486,520,498
0.49367770552635193,467,460,500,429,410,466,489,474,495,494
0.48328813910484314,505,460,519,486,519,488,519,486,520,498
0.4641837775707245,418,406,373,342,400,347,402,354,505,308
0.4542649984359741,405,266,351,385,425,303,348,375,493,441
0.4519415497779846,505,460,519,486,519,488,519,486,520,498
0.439910352230072,505,460,519,486,519,488,519,486,520,498
0.43890777230262756,489,455,489,427,503,475,494,469,459,361
0.43557533621788025,505,460,519,486,519,488,519,486,520,497
0.4292096793651581,474,426,497,450,507,472,505,456,371,467
0.4160417914390564,322,268,383,416,361,420,367,468,337,407
0.395067036151886,361,384,357,368,359,304,351,295,349,427
0.3913748562335968,505,460,519,486,519,488,519,486,520,498
0.3833145797252655,293,206,307,334,283,250,285,251,273,300
0.37117645144462585,465,458,504,484,515,484,519,403,504,475
0.3687882423400879,505,460,519,486,519,488,519,486,520,498
0.3663789927959442,485,453,510,457,499,476,501,477,515,486
0.3613740801811218,505,460,519,486,519,488,519,486,520,498
0.3589559495449066,505,460,519,486,519,488,519,486,520,498
0.3473353683948517,462,444,503,481,494,486,512,482,507,481
0.34500399231910706,354,353,473,375,425,457,346,455,449,468
0.33795732259750366,441,421,389,367,425,361,394,342,377,352
0.33539605140686035,494,450,510,477,509,467,491,477,483,494
0.323030024766922,305,325,440,361,376,420,472,387,381,379
0.310591459274292,504,460,519,486,519,487,519,486,520,498
0.3027983009815216,326,242,328,261,285,264,301,264,263,216
0.2938063144683838,504,460,518,486,519,488,519,486,520,497
0.29150909185409546,351,306,349,237,284,384,271,206,387,422
0.2888202667236328,505,460,519,486,519,488,519,486,520,498
0.28043898940086365,368,338,412,434,389,410,470,310,418,464
0.2782946228981018,493,458,492,478,478,441,501,396,509,491
0.26586300134658813,504,459,518,485,516,488,514,486,520,498
0.2604215443134308,505,460,518,481,518,488,518,486,519,498
0.2558889091014862,381,274,251,260,382,235,186,422,198,452
0.2544812560081482,178,179,216,177,227,263,198,293,244,120
0.25098368525505066,505,460,519,486,519,488,519,486,520,498
0.2493511438369751,505,460,519,486,519,488,519,486,520,498
0.24057447910308838,505,460,519,486,519,488,519,486,520,498
0.23229607939720154,505,460,519,486,519,488,519,486,520,498
0.22856241464614868,505,460,519,486,519,488,519,486,520,498
0.2273627519607544,505,460,519,486,519,488,519,486,520,498
0.22329594194889069,505,460,519,486,518,488,519,486,520,498
0.2214060127735138,490,460,515,484,517,484,519,459,519,497
0.21753183007240295,505,460,519,486,519,488,519,486,520,498
0.2144182026386261,505,460,519,486,519,488,519,486,520,496
0.20976796746253967,505,458,519,486,518,488,519,485,520,497
0.20833362638950348,504,453,514,485,512,469,516,479,518,495
0.2028992623090744,505,460,519,486,519,488,519,486,520,498
0.20020811259746552,501,458,519,483,517,485,518,481,518,498
0.19852682948112488,505,460,519,486,519,488,519,486,520,498
0.19645391404628754,505,457,519,485,519,488,519,486,516,470
0.19344139099121094,505,460,519,486,519,488,519,486,520,498
0.1926383376121521,128,175,155,167,273,219,128,259,201,162
0.1871878206729889,218,198,129,112,201,213,235,345,341,323
0.18562442064285278,393,392,334,303,342,312,408,395,233,307
0.17881375551223755,504,456,505,486,518,459,519,486,520,498
0.1781121790409088,302,353,430,431,455,412,414,122,366,441
0.17517054080963135,505,460,519,486,519,488,519,486,520,498
0.1737918257713318,505,460,519,486,519,488,519,486,520,498
0.17174948751926422,505,460,519,486,519,488,519,486,520,498
0.17076510190963745,233,435,306,258,237,252,451,218,241,424
0.16906525194644928,443,259,395,300,499,451,332,456,422,159
0.16509033739566803,484,460,515,478,518,437,516,486,497,498
0.16393715143203735,505,460,519,486,518,488,519,486,520,498
0.16162016987800598,505,460,519,486,519,488,519,486,520,498
0.15842145681381226,301,413,377,340,326,448,328,462,265,458
0.15683558583259583,489,460,432,419,508,421,505,479,518,490
0.15574368834495544,505,460,519,486,519,488,519,486,520,498
0.15392599999904633,152,87,56,63,135,99,29,160,50,61
0.15224729478359222,149,20,63,30,43,22,44,10,96,26
0.15140825510025024,88,379,90,171,97,246,211,346,79,466
0.15074558556079865,75,124,83,71,201,190,126,104,241,33
0.14939537644386292,389,433,353,350,248,451,430,255,347,438
0.14719226956367493,276,184,162,111,294,93,193,267,169,291
0.1465621292591095,95,39,175,68,57,46,68,94,76,39
0.14407230913639069,343,191,157,220,146,115,106,86,195,285
0.14347277581691742,494,460,515,472,486,472,517,456,494,494
0.14259618520736694,505,460,519,486,519,488,519,486,520,498
0.14126643538475037,495,408,500,423,482,460,372,441,513,465
0.14021334052085876,82,15,182,226,130,235,64,181,38,231
0.13923043012619019,447,458,497,468,507,485,513,469,509,406
0.13815170526504517,130,312,88,43,88,39,176,32,161,191
0.13672128319740295,328,333,141,225,308,77,256,215,173,455
0.13607659935951233,67,241,190,101,116,119,226,56,215,76
0.13504669070243835,324,459,474,477,476,482,509,481,450,420
0.13405250012874603,118,70,228,111,132,81,338,135,281,79
0.13283807039260864,504,460,496,408,501,387,510,483,505,493
0.13191498816013336,351,48,319,358,284,315,360,418,421,349
0.13190020620822906,50,8,47,14,5,16,8,8,28,4
0.12957459688186646,505,460,519,486,519,488,519,486,520,498
0.12909726798534393,8,65,37,28,16,78,48,123,18,6
0.1276761293411255,82,93,37,26,62,16,70,119,44,96
0.12704256176948547,146,17,80,45,60,75,57,94,69,129
0.12621121108531952,505,460,513,478,518,433,453,486,519,497
0.12612231075763702,492,460,391,472,510,476,454,486,517,493
0.12447895109653473,76,271,183,189,149,216,263,67,380,184
0.12373081594705582,46,229,166,159,200,197,188,113,56,67
0.12315049022436142,504,460,518,484,519,486,516,473,513,475
0.12153523415327072,505,460,518,486,519,488,519,486,520,498
