,Airplane,Automobile,Bird,Cat,Deer,Dog,Frog,Horse,Ship,Truck
1.272585153579712,505,460,519,486,519,488,519,486,520,498
1.1959761381149292,505,460,519,486,519,488,519,486,520,498
1.1514265537261963,0,0,0,1,1,0,0,0,1,0
1.0974783897399902,14,2,18,8,2,3,2,4,7,1
1.0692912340164185,503,460,515,481,517,486,518,485,514,497
1.0002844333648682,97,20,26,8,6,3,3,7,15,4
0.9615496397018433,505,460,519,486,519,488,519,486,520,498
0.9021249413490295,500,459,515,479,513,486,515,482,511,498
0.8749305605888367,498,458,511,478,518,486,516,485,517,498
0.870756208896637,15,0,7,0,1,0,0,2,5,0
0.85005122423172,185,137,295,238,331,252,349,226,243,168
0.8350775837898254,15,0,22,20,11,14,2,4,19,2
0.7955947518348694,66,52,39,46,41,75,22,60,13,17
0.7735978960990906,7,3,4,0,0,1,0,2,0,3
0.7686406970024109,13,1,7,1,0,0,0,1,7,0
0.7445729970932007,179,135,148,121,139,125,133,94,196,101
0.7339869141578674,72,85,65,89,65,53,67,36,130,84
0.7236073017120361,505,460,519,486,519,488,519,486,520,498
0.7081327438354492,498,460,517,486,519,488,519,486,520,498
0.6728007197380066,473,432,494,468,511,481,506,474,490,486
0.6643121242523193,405,293,248,214,283,236,178,342,323,279
0.6429541707038879,38,10,11,13,4,14,9,16,41,14
0.6205514073371887,505,460,519,486,519,488,519,486,520,498
0.6150339841842651,0,0,0,0,0,0,0,0,0,0
0.6019065380096436,0,0,0,0,0,0,0,0,0,0
0.5929033160209656,461,436,458,388,444,374,465,368,494,471
0.584110677242279,505,460,519,486,519,488,519,486,520,498
0.5687301754951477,0,0,0,0,0,0,0,0,0,0
0.5590171217918396,109,159,184,213,256,172,269,219,268,299
0.5397071242332458,198,113,83,56,34,30,43,58,161,71
0.5328090786933899,1,0,1,0,0,0,0,0,0,0
0.516633152961731,135,220,243,219,338,269,312,257,120,222
0.5088226199150085,404,449,482,471,509,478,516,478,432,488
0.48642757534980774,0,0,0,0,0,0,0,0,0,0
0.48363813757896423,0,0,0,0,0,0,0,0,0,0
0.4685807228088379,0,0,0,0,0,0,0,0,0,0
0.4567142426967621,0,0,0,0,0,0,0,0,0,0
0.45349812507629395,446,458,504,485,518,488,518,486,495,497
