,Airplane,Automobile,Bird,Cat,Deer,Dog,Frog,Horse,Ship,Truck
0.31172850728034973,494,459,504,459,509,479,511,483,517,493
0.29773059487342834,504,460,505,471,513,482,513,486,514,498
0.2859489619731903,498,444,509,481,516,480,503,480,507,260
0.2823562026023865,496,254,511,482,516,475,515,486,446,498
0.2766006886959076,500,460,517,470,510,485,512,486,513,498
0.2720974087715149,489,457,506,467,501,485,500,483,503,496
0.26308587193489075,355,400,500,473,500,419,493,483,516,491
0.26271364092826843,497,419,441,481,514,479,470,486,352,495
0.2570687234401703,477,407,496,484,508,478,431,482,513,495
0.2539099454879761,452,439,479,450,499,438,488,483,497,470
0.2443358451128006,464,434,509,480,499,449,515,486,502,498
0.24120524525642395,479,457,508,468,489,475,300,479,501,71
0.23837058246135712,489,376,488,387,507,385,484,481,485,54
0.23597031831741333,480,456,510,483,440,480,503,480,507,492
0.2348170131444931,493,459,514,479,517,485,251,485,510,496
0.23225174844264984,490,459,455,450,504,471,352,483,213,432
0.2317097932100296,437,457,502,459,449,478,480,479,439,494
0.22626946866512299,424,132,412,477,477,179,496,482,490,498
0.22274872660636902,480,437,500,475,486,458,456,424,503,492
0.21917787194252014,478,458,495,469,209,469,430,444,453,495
0.21706904470920563,488,445,485,476,509,474,334,481,496,487
0.21228943765163422,505,460,519,486,519,488,519,486,520,498
0.210563525557518,487,450,508,478,503,482,342,482,499,493
0.20931938290596008,469,421,262,465,509,469,430,484,468,43
0.20682652294635773,481,456,374,433,506,475,401,485,485,497
0.2019968330860138,176,456,471,416,513,468,183,477,485,52
0.201559916138649,494,443,489,467,512,455,471,480,494,496
0.198494553565979,418,439,318,450,473,157,478,77,442,496
0.19665853679180145,420,390,237,431,499,154,485,442,508,495
0.18953289091587067,505,460,519,486,519,488,519,486,520,498
0.18729597330093384,174,449,440,459,488,372,454,479,451,446
0.18495044112205505,453,457,244,477,302,418,509,84,519,492
0.18030467629432678,479,460,466,389,476,159,500,485,518,497
0.1769387573003769,505,460,519,486,519,488,519,486,520,498
0.17517545819282532,200,445,435,463,163,282,499,480,478,497
0.17129473388195038,483,112,371,473,453,130,500,480,502,498
0.16237008571624756,505,460,507,486,518,488,519,486,520,497
0.1603413224220276,75,444,125,407,337,434,351,12,343,12
0.14962685108184814,176,456,486,91,499,434,483,485,489,464
0.1306169331073761,492,460,500,486,510,488,516,483,500,497
0.12083898484706879,505,460,519,486,519,488,519,486,520,498
0.11091528087854385,456,441,320,281,138,457,296,481,146,497
0.10787567496299744,505,460,519,486,519,488,519,486,520,498
0.0997358188033104,505,460,519,486,519,488,519,486,520,498
0.09776663035154343,225,454,449,432,457,291,433,35,208,492
0.09486523270606995,495,460,513,482,432,483,515,482,513,498
0.09298092126846313,498,459,233,485,515,483,514,486,519,498
0.09181301295757294,124,437,452,447,466,432,220,24,462,14
0.08980018645524979,462,406,425,105,481,464,416,485,165,471
0.08779159188270569,165,57,412,96,440,66,137,467,112,489
0.08681534975767136,498,453,423,468,490,431,492,159,516,496
0.08498707413673401,453,278,457,89,454,446,474,474,489,69
0.08403713256120682,348,404,469,467,439,151,497,24,488,483
0.0822770819067955,505,460,519,486,519,488,519,485,520,498
0.0819244384765625,499,459,501,235,517,484,505,486,518,498
0.08055770397186279,505,460,519,486,519,488,519,486,520,498
0.07926871627569199,487,460,340,481,148,485,518,480,520,498
0.07856331020593643,505,460,514,486,519,488,516,486,520,498
0.0777895599603653,505,460,519,486,519,488,519,486,520,498
0.0772910937666893,505,460,519,486,519,488,519,486,520,498
