,Airplane,Automobile,Bird,Cat,Deer,Dog,Frog,Horse,Ship,Truck
0.39234066009521484,505,460,519,486,519,488,519,486,520,498
0.34913280606269836,505,460,519,486,519,488,519,486,520,498
0.339231938123703,505,460,519,486,519,488,519,486,520,498
0.31393930315971375,505,460,519,486,519,488,519,486,520,498
0.31033840775489807,505,460,519,486,519,488,519,486,520,498
0.3032018840312958,505,460,519,486,519,488,519,486,520,498
0.2966577708721161,505,460,519,486,519,488,519,486,520,498
0.2932521104812622,505,460,519,486,519,488,519,486,520,498
0.2851479947566986,451,459,470,461,498,412,508,471,478,458
0.27664440870285034,505,460,519,486,519,488,519,486,520,498
0.2651466727256775,505,460,519,486,511,488,519,486,520,498
0.2609684467315674,460,450,472,431,503,419,496,466,423,497
0.25343209505081177,505,390,519,486,519,488,519,486,520,498
0.24659088253974915,505,460,519,486,519,488,519,486,520,498
0.24169772863388062,505,460,519,486,519,488,519,485,520,498
0.24031519889831543,505,460,519,486,519,488,519,486,520,498
0.2230728417634964,449,439,501,454,425,467,425,476,487,494
0.22238683700561523,501,458,488,480,518,487,516,484,520,412
0.21754847466945648,441,446,466,463,459,473,503,378,475,424
0.2122432291507721,484,456,492,472,492,397,503,457,510,492
0.2059849053621292,462,458,469,389,505,471,440,347,487,387
0.20076054334640503,495,456,517,480,515,481,467,485,520,493
0.19485367834568024,505,460,519,486,519,488,519,486,520,498
0.19226546585559845,505,367,516,485,470,414,458,486,456,497
0.1888894885778427,505,460,519,486,519,488,519,486,520,498
0.18259935081005096,502,452,498,478,437,402,448,359,469,438
0.17918919026851654,505,460,499,484,516,487,517,486,517,377
0.17079594731330872,481,452,501,428,505,482,500,459,500,408
0.16132357716560364,505,460,519,486,519,488,519,486,520,498
0.158487468957901,505,457,519,486,519,488,519,486,505,498
0.14310374855995178,364,400,459,425,479,437,456,421,308,465
0.13103805482387543,505,460,518,485,519,479,518,485,519,323
0.1288699358701706,498,324,512,473,517,408,483,384,515,438
0.12110578268766403,461,385,504,478,505,417,487,450,506,469
0.11727190017700195,503,460,513,407,517,487,516,486,426,498
0.11040111631155014,488,458,504,411,515,472,486,486,454,492
0.10756652802228928,503,458,514,447,519,488,517,486,422,498
0.10391613841056824,438,418,517,412,496,483,506,480,458,482
0.10021466761827469,499,460,517,482,487,456,519,480,513,498
0.09494052082300186,492,304,394,426,430,458,400,461,499,482
0.09017808735370636,468,423,397,460,425,475,363,478,495,453
0.0867554321885109,481,413,463,451,454,456,449,443,510,497
0.07970677316188812,505,460,519,486,519,488,519,486,520,498
0.07479843497276306,505,460,519,486,519,488,519,486,520,498
0.06616576015949249,504,460,518,486,425,488,519,486,520,498
0.06074221432209015,486,459,319,343,451,344,513,383,518,497
0.05798010528087616,454,317,498,481,418,426,517,150,515,498
0.057045336812734604,274,263,381,390,216,323,219,470,215,490
0.05669916048645973,446,260,398,485,518,488,518,486,517,497
0.055430084466934204,226,390,181,331,350,304,447,347,236,489
0.055248960852622986,249,459,266,235,347,444,426,474,226,493
0.05476768687367439,257,354,435,316,401,264,455,474,444,241
0.05461576581001282,381,444,280,396,155,223,146,132,226,301
0.05393408611416817,221,80,341,474,513,459,505,475,185,102
