,Airplane,Automobile,Bird,Cat,Deer,Dog,Frog,Horse,Ship,Truck
0.18785890936851501,0,0,0,0,0,0,0,0,0,0
0.18720875680446625,0,0,0,0,0,0,0,0,0,0
0.18628764152526855,0,0,0,0,0,0,0,0,0,0
0.1854228973388672,0,0,0,0,0,0,0,0,0,0
0.1849685162305832,0,0,0,0,0,0,0,0,0,0
0.1827465295791626,0,0,0,0,0,0,0,0,0,0
0.1810656189918518,0,0,0,0,0,0,0,0,0,0
0.1795801818370819,0,0,0,0,0,0,0,0,0,0
0.17816340923309326,0,0,0,0,0,0,0,0,0,0
0.17741023004055023,0,0,0,0,0,0,0,0,0,0
0.17631401121616364,0,0,0,0,0,0,0,0,0,0
0.1746966540813446,0,0,0,0,0,0,0,0,0,0
0.1726056933403015,0,0,0,0,0,0,0,0,0,0
0.17184150218963623,0,0,0,0,0,0,0,0,0,0
0.16785719990730286,0,0,0,0,0,0,0,0,0,0
0.1654893159866333,0,0,0,0,0,0,0,0,0,0
0.1624864637851715,0,0,0,0,0,0,0,0,0,0
